ID,Label,Type
"family:Tetrastemmatidae","Tetrastemmatidae","family"
"order:Monostilifera","Monostilifera","order"
"family:Tupaiidae","Tupaiidae","family"
"order:Scandentia","Scandentia","order"
"family:Stephanoberycidae","Stephanoberycidae","family"
"family:Dromaiidae","Dromaiidae","family"
"family:Pelecanidae","Pelecanidae","family"
"order:Pelecaniformes","Pelecaniformes","order"
"family:Epizoanthidae","Epizoanthidae","family"
"family:Thelyphonidae","Thelyphonidae","family"
"order:Uropygi","Uropygi","order"
"family:Cephalotrichidae","Cephalotrichidae","family"
"order:Palaeonemertea","Palaeonemertea","order"
"family:Sphaeriidae","Sphaeriidae","family"
"order:Sphaeriida","Sphaeriida","order"
"family:Centriscidae","Centriscidae","family"
"family:Vetulinidae","Vetulinidae","family"
"order:Sphaerocladina","Sphaerocladina","order"
"family:Micropygidae","Micropygidae","family"
"order:Diadematoida","Diadematoida","order"
"family:Malletiidae","Malletiidae","family"
"family:Corydalidae","Corydalidae","family"
"family:Umbraculidae","Umbraculidae","family"
"order:Umbraculida","Umbraculida","order"
"family:Melanotaeniidae","Melanotaeniidae","family"
"family:Arhynchobatidae","Arhynchobatidae","family"
"family:Trichogypsiidae","Trichogypsiidae","family"
"family:Periphyllidae","Periphyllidae","family"
"family:Chaetostephanidae","Chaetostephanidae","family"
"family:Symbiidae","Symbiidae","family"
"family:Ilbiidae","Ilbiidae","family"
"family:Chromodorididae","Chromodorididae","family"
"family:Perophoridae","Perophoridae","family"
"order:Phlebobranchia","Phlebobranchia","order"
"family:Lycaenidae","Lycaenidae","family"
"family:Berycidae","Berycidae","family"
"family:Opilioacaridae","Opilioacaridae","family"
"order:Opilioacarida","Opilioacarida","order"
"family:Aplysinellidae","Aplysinellidae","family"
"family:Lepidotidae","Lepidotidae","family"
"order:Lepisosteiformes","Lepisosteiformes","order"
"family:Cyprididae","Cyprididae","family"
"family:Cambojiidae","Cambojiidae","family"
"order:Cambojiida","Cambojiida","order"
"family:Fecampiidae","Fecampiidae","family"
"family:Longipediidae","Longipediidae","family"
"order:Polyarthra","Polyarthra","order"
"family:Holasteridae","Holasteridae","family"
"family:Umbridae","Umbridae","family"
"order:Salmoniformes","Salmoniformes","order"
"family:Otohydridae","Otohydridae","family"
"family:Ptychoceratodontidae","Ptychoceratodontidae","family"
"family:Eunicidae","Eunicidae","family"
"family:Korethrasteridae","Korethrasteridae","family"
"order:Velatida","Velatida","order"
"family:Capillariidae","Capillariidae","family"
"family:Ammotheidae","Ammotheidae","family"
"family:Hymenopodidae","Hymenopodidae","family"
"family:Thylacomyidae","Thylacomyidae","family"
"family:Linhomoeidae","Linhomoeidae","family"
"family:Synaptidae","Synaptidae","family"
"family:Alpheidae","Alpheidae","family"
"order:Caridea","Caridea","order"
"modality:sound_production","sound_production","modality"
"family:Fistulariidae","Fistulariidae","family"
"family:Pectinidae","Pectinidae","family"
"order:Ostreida","Ostreida","order"
"family:Osteoglossidae","Osteoglossidae","family"
"family:Momotidae","Momotidae","family"
"order:Coraciiformes","Coraciiformes","order"
"family:Pliciloricidae","Pliciloricidae","family"
"family:Solpugidae","Solpugidae","family"
"order:Solifugae","Solifugae","order"
"family:Chalinidae","Chalinidae","family"
"family:Perlidae","Perlidae","family"
"family:Dactylogyridae","Dactylogyridae","family"
"family:Coliidae","Coliidae","family"
"order:Coliiformes","Coliiformes","order"
"family:Chthoniidae","Chthoniidae","family"
"family:Callyspongiidae","Callyspongiidae","family"
"order:Haplosclerida","Haplosclerida","order"
"family:Salifidae","Salifidae","family"
"family:Nemacheilidae","Nemacheilidae","family"
"order:Cypriniformes","Cypriniformes","order"
"family:Darwinellidae","Darwinellidae","family"
"order:Dendroceratida","Dendroceratida","order"
"family:Entalinidae","Entalinidae","family"
"family:Hirudisomatidae","Hirudisomatidae","family"
"family:Cetomimidae","Cetomimidae","family"
"family:Ardeidae","Ardeidae","family"
"family:Apteronotidae","Apteronotidae","family"
"family:Chiridotidae","Chiridotidae","family"
"order:Apodida","Apodida","order"
"family:Myctophidae","Myctophidae","family"
"order:Myctophiformes","Myctophiformes","order"
"family:Tetraodontidae","Tetraodontidae","family"
"order:Tetraodontiformes","Tetraodontiformes","order"
"family:Hydrobiidae","Hydrobiidae","family"
"order:Littorinimorpha","Littorinimorpha","order"
"family:Xenidae","Xenidae","family"
"order:Strepsiptera","Strepsiptera","order"
"family:Grylloblattidae","Grylloblattidae","family"
"order:Notoptera (or Grylloblattodea)","Notoptera (or Grylloblattodea)","order"
"family:Catostylidae","Catostylidae","family"
"family:Octopodidae","Octopodidae","family"
"family:Turbinidae","Turbinidae","family"
"family:Chimaericolidae","Chimaericolidae","family"
"family:Onchidiidae","Onchidiidae","family"
"family:Ommastrephidae","Ommastrephidae","family"
"family:Stylasteridae","Stylasteridae","family"
"family:Woodburnodontidae","Woodburnodontidae","family"
"family:Rhopalonematidae","Rhopalonematidae","family"
"family:Canuellidae","Canuellidae","family"
"family:Nuttalliellidae","Nuttalliellidae","family"
"order:Ixodida (inferred)","Ixodida (inferred)","order"
"family:Testudinellidae","Testudinellidae","family"
"order:Flosculariaceae","Flosculariaceae","order"
"family:Gordiidae","Gordiidae","family"
"order:Gordioidea","Gordioidea","order"
"family:Cucumariidae","Cucumariidae","family"
"family:Megalonychidae","Megalonychidae","family"
"family:Daphniidae","Daphniidae","family"
"order:Anomopoda","Anomopoda","order"
"family:Katiannidae","Katiannidae","family"
"family:Grantiidae","Grantiidae","family"
"family:Limidae","Limidae","family"
"order:Limida","Limida","order"
"family:Nippotaeniidae","Nippotaeniidae","family"
"order:Nippotaeniidea","Nippotaeniidea","order"
"family:Didelphidae","Didelphidae","family"
"order:Didelphimorphia","Didelphimorphia","order"
"family:Trachipteridae","Trachipteridae","family"
"order:Lampriformes","Lampriformes","order"
"family:Odontopygidae","Odontopygidae","family"
"order:Spirostreptida","Spirostreptida","order"
"family:Olindiidae","Olindiidae","family"
"order:Limnomedusae","Limnomedusae","order"
"family:Ocyropsidae","Ocyropsidae","family"
"family:Apseudidae","Apseudidae","family"
"order:Tanaidacea","Tanaidacea","order"
"family:Gammaridae","Gammaridae","family"
"family:Tytonidae","Tytonidae","family"
"family:Chaudhuriidae","Chaudhuriidae","family"
"order:Synbranchiformes (inferred, based on relation to swamp eels)","Synbranchiformes (inferred, based on relation to swamp eels)","order"
"family:Gosseletinidae","Gosseletinidae","family"
"family:Salpidae","Salpidae","family"
"order:Salpida","Salpida","order"
"family:Triopsidae","Triopsidae","family"
"order:Notostraca","Notostraca","order"
"family:Zorotypidae","Zorotypidae","family"
"order:Zoraptera","Zoraptera","order"
"family:Metaniidae","Metaniidae","family"
"family:Eremobatidae","Eremobatidae","family"
"family:Omomyidae","Omomyidae","family"
"family:Austrolimulidae","Austrolimulidae","family"
"family:Cardiidae","Cardiidae","family"
"family:Didemnidae","Didemnidae","family"
"order:Aplousobranchia","Aplousobranchia","order"
"family:Discinidae","Discinidae","family"
"family:Carabidae","Carabidae","family"
"order:Adephaga","Adephaga","order"
"family:Libellulidae","Libellulidae","family"
"family:Eutetrarhynchidae","Eutetrarhynchidae","family"
"family:Dendrocoelidae","Dendrocoelidae","family"
"order:Tricladida","Tricladida","order"
"family:Spirostreptidae","Spirostreptidae","family"
"family:Rivulidae","Rivulidae","family"
"family:Typhlotanaidae","Typhlotanaidae","family"
"family:Biemnidae","Biemnidae","family"
"family:Prochaetodermatidae","Prochaetodermatidae","family"
"order:Chaetodermomorpha","Chaetodermomorpha","order"
"family:Helicidae","Helicidae","family"
"family:Cytherellidae","Cytherellidae","family"
"order:Platycopida","Platycopida","order"
"family:Ceratodontidae","Ceratodontidae","family"
"family:Coniopterygidae","Coniopterygidae","family"
"family:Plectidae","Plectidae","family"
"family:Lybiidae","Lybiidae","family"
"family:Loxokalypodidae","Loxokalypodidae","family"
"family:Doliopsidae","Doliopsidae","family"
"order:Doliolida","Doliolida","order"
"family:Megaleledonidae","Megaleledonidae","family"
"family:Dilepididae","Dilepididae","family"
"order:Cyclophyllidea","Cyclophyllidea","order"
"family:Bittacidae","Bittacidae","family"
"family:Echinothuriidae","Echinothuriidae","family"
"order:Echinothurioida","Echinothurioida","order"
"family:Polycitoridae","Polycitoridae","family"
"family:Muridae","Muridae","family"
"family:Cretoxyrhinidae","Cretoxyrhinidae","family"
"family:Trachycladidae","Trachycladidae","family"
"order:Trachycladida","Trachycladida","order"
"family:Plakinidae","Plakinidae","family"
"order:Homoscleromorpha","Homoscleromorpha","order"
"family:Otoplanidae","Otoplanidae","family"
"family:Peltospiridae","Peltospiridae","family"
"family:Siboglinidae","Siboglinidae","family"
"family:Phascolosomatidae","Phascolosomatidae","family"
"order:Phascolosomatida","Phascolosomatida","order"
"family:Myliobatidae","Myliobatidae","family"
"family:Rajidae","Rajidae","family"
"family:Molpadiodemidae","Molpadiodemidae","family"
"family:Callipallenidae","Callipallenidae","family"
"family:Lyroctenidae","Lyroctenidae","family"
"family:Nebaliidae","Nebaliidae","family"
"family:Termitidae","Termitidae","family"
"order:Isoptera","Isoptera","order"
"family:Arthrosphaeridae","Arthrosphaeridae","family"
"order:Sphaerotheriida","Sphaerotheriida","order"
"family:Corellidae","Corellidae","family"
"family:Rondeletiidae","Rondeletiidae","family"
"modality:Tominaga's organ","Tominaga's organ","modality"
"family:Probathylepadidae","Probathylepadidae","family"
"family:Aepyornithidae","Aepyornithidae","family"
"order:Aepyornithiformes","Aepyornithiformes","order"
"family:Synallactidae","Synallactidae","family"
"family:Tentaculariidae","Tentaculariidae","family"
"family:Semelidae","Semelidae","family"
"family:Psittacidae","Psittacidae","family"
"order:Psittaciformes","Psittaciformes","order"
"family:Aphelenchoididae","Aphelenchoididae","family"
"order:Aphelenchida","Aphelenchida","order"
"family:Misophriidae","Misophriidae","family"
"order:Misophrioida","Misophrioida","order"
"family:Notommatidae","Notommatidae","family"
"family:Ichthyophiidae","Ichthyophiidae","family"
"family:Neoscopelidae","Neoscopelidae","family"
"family:Nanaloricidae","Nanaloricidae","family"
"family:Braconidae","Braconidae","family"
"family:Siphonopidae","Siphonopidae","family"
"family:Ascidiidae","Ascidiidae","family"
"family:Bonelliidae","Bonelliidae","family"
"order:Echiura","Echiura","order"
"family:Sclerosomatidae","Sclerosomatidae","family"
"family:Reighardiidae","Reighardiidae","family"
"order:Reighardiida","Reighardiida","order"
"family:Merliidae","Merliidae","family"
"family:Entomobryidae","Entomobryidae","family"
"family:Petalophthalmidae","Petalophthalmidae","family"
"order:Mysida","Mysida","order"
"family:Acrididae","Acrididae","family"
"order:Caelifera","Caelifera","order"
"family:Leucettidae","Leucettidae","family"
"family:Centroderidae","Centroderidae","family"
"family:Gobiesocidae","Gobiesocidae","family"
"family:Microcotylidae","Microcotylidae","family"
"order:Polyopisthocotylea","Polyopisthocotylea","order"
"family:Halammohydridae","Halammohydridae","family"
"order:Actinulida","Actinulida","order"
"family:Trichuridae","Trichuridae","family"
"order:Trichocephalida","Trichocephalida","order"
"family:Parajulidae","Parajulidae","family"
"family:Alepocephalidae","Alepocephalidae","family"
"family:Blaberidae","Blaberidae","family"
"order:Blattodea","Blattodea","order"
"family:Thecideidae","Thecideidae","family"
"family:Bucephalidae","Bucephalidae","family"
"order:Trematoda","Trematoda","order"
"family:Chelodesmidae","Chelodesmidae","family"
"family:Cirolanidae","Cirolanidae","family"
"family:Cobitidae","Cobitidae","family"
"family:Macroscelididae","Macroscelididae","family"
"order:Macroscelidea","Macroscelidea","order"
"family:Philodinidae","Philodinidae","family"
"order:Bdelloidea","Bdelloidea","order"
"family:Macropodidae","Macropodidae","family"
"order:Macropodiformes","Macropodiformes","order"
"family:Halicreatidae","Halicreatidae","family"
"order:Hydroida","Hydroida","order"
"family:Paronellidae","Paronellidae","family"
"family:Cocculinidae","Cocculinidae","family"
"order:Gastropoda","Gastropoda","order"
"family:Gasterosteidae","Gasterosteidae","family"
"family:Trochidae","Trochidae","family"
"family:Aphididae","Aphididae","family"
"order:Hemiptera","Hemiptera","order"
"family:Farreidae","Farreidae","family"
"family:Gruidae","Gruidae","family"
"family:Lophotidae","Lophotidae","family"
"family:Triloculariidae","Triloculariidae","family"
"family:Neritidae","Neritidae","family"
"family:Polynoidae","Polynoidae","family"
"family:Typhloplanidae","Typhloplanidae","family"
"family:Gonostomatidae","Gonostomatidae","family"
"family:Podicipedidae","Podicipedidae","family"
"order:Podicipediformes","Podicipediformes","order"
"family:Stomopneustidae","Stomopneustidae","family"
"family:Ochotonidae","Ochotonidae","family"
"family:Craniidae","Craniidae","family"
"order:Craniida","Craniida","order"
"family:Ctenoplanidae","Ctenoplanidae","family"
"order:Platyctenida","Platyctenida","order"
"family:Echinostomatidae","Echinostomatidae","family"
"order:Plagiorchiida","Plagiorchiida","order"
"family:Argulidae","Argulidae","family"
"order:Arguloida","Arguloida","order"
"family:Amblyopsidae","Amblyopsidae","family"
"family:Macrouridae","Macrouridae","family"
"order:Gadiformes","Gadiformes","order"
"family:Erinaceidae","Erinaceidae","family"
"family:Gadilinidae","Gadilinidae","family"
"family:Prorhynchidae","Prorhynchidae","family"
"order:Lecithoepitheliata","Lecithoepitheliata","order"
"family:Cylindroleberididae","Cylindroleberididae","family"
"family:Odontophoridae","Odontophoridae","family"
"family:Proporidae","Proporidae","family"
"family:Leptophlebiidae","Leptophlebiidae","family"
"family:Zeidae","Zeidae","family"
"order:Zeiformes","Zeiformes","order"
"family:Margaritiferidae","Margaritiferidae","family"
"family:Neobisiidae","Neobisiidae","family"
"family:Tobrilidae","Tobrilidae","family"
"family:Pachybolidae","Pachybolidae","family"
"family:Furnariidae","Furnariidae","family"
"family:Hypogastruridae","Hypogastruridae","family"
"family:Hubbardiidae","Hubbardiidae","family"
"order:Schizomida","Schizomida","order"
"family:Stylopidae","Stylopidae","family"
"family:Podargidae","Podargidae","family"
"order:Podargiformes","Podargiformes","order"
"family:Schizasteridae","Schizasteridae","family"
"family:Heterokrohniidae","Heterokrohniidae","family"
"family:Galeommatidae","Galeommatidae","family"
"family:Phoenicopteridae","Phoenicopteridae","family"
"order:Phoenicopteriformes","Phoenicopteriformes","order"
"family:Mormyridae","Mormyridae","family"
"family:Stemmiulidae","Stemmiulidae","family"
"order:Stemmiulida","Stemmiulida","order"
"family:Polycystididae","Polycystididae","family"
"family:Ianthellidae","Ianthellidae","family"
"family:Xystodesmidae","Xystodesmidae","family"
"family:Ectobiidae","Ectobiidae","family"
"family:Gryphaeidae","Gryphaeidae","family"
"family:Leptolaimidae","Leptolaimidae","family"
"family:Echinoneidae","Echinoneidae","family"
"order:Echinoneoida","Echinoneoida","order"
"family:Forficulidae","Forficulidae","family"
"family:Dioecotaeniidae","Dioecotaeniidae","family"
"family:Eurypholidae","Eurypholidae","family"
"family:Ascothoracidae","Ascothoracidae","family"
"family:Anatidae","Anatidae","family"
"order:Anseriformes","Anseriformes","order"
"family:Hemiasterellidae","Hemiasterellidae","family"
"family:Zephroniidae","Zephroniidae","family"
"family:Ctenosculidae","Ctenosculidae","family"
"family:Sternopygidae","Sternopygidae","family"
"family:Hydropsychidae","Hydropsychidae","family"
"family:Dugesiidae","Dugesiidae","family"
"family:Agelasidae","Agelasidae","family"
"family:Rissoidae","Rissoidae","family"
"family:Doliopsoididae","Doliopsoididae","family"
"family:Salamandridae","Salamandridae","family"
"family:Picidae","Picidae","family"
"order:Piciformes","Piciformes","order"
"family:Alcedinidae","Alcedinidae","family"
"family:Alcyonidiidae","Alcyonidiidae","family"
"family:Pseudorhinidae","Pseudorhinidae","family"
"family:Synagogidae","Synagogidae","family"
"family:Cassiopeidae","Cassiopeidae","family"
"family:Cryptophialidae","Cryptophialidae","family"
"order:Cryptophialida","Cryptophialida","order"
"family:Aspidodiadematidae","Aspidodiadematidae","family"
"family:Bovidae","Bovidae","family"
"modality:vocalization","vocalization","modality"
"family:Cyaneidae","Cyaneidae","family"
"family:Siphonocryptidae","Siphonocryptidae","family"
"order:Siphonocryptida","Siphonocryptida","order"
"family:Celleporidae","Celleporidae","family"
"order:Cheilostomatida","Cheilostomatida","order"
"family:Siphonotidae","Siphonotidae","family"
"family:Euryalidae","Euryalidae","family"
"family:Myriotrochidae","Myriotrochidae","family"
"family:Batillipedidae","Batillipedidae","family"
"family:Camacolaimidae","Camacolaimidae","family"
"family:Lineidae","Lineidae","family"
"order:Nemertea","Nemertea","order"
"family:Barbourisiidae","Barbourisiidae","family"
"family:Aglaopheniidae","Aglaopheniidae","family"
"family:Pterasteridae","Pterasteridae","family"
"family:Holothuriidae","Holothuriidae","family"
"family:Gonodactylidae","Gonodactylidae","family"
"family:Speleophriidae","Speleophriidae","family"
"family:Kneriidae","Kneriidae","family"
"family:Halechiniscidae","Halechiniscidae","family"
"family:Tachyglossidae","Tachyglossidae","family"
"order:Monotremata","Monotremata","order"
"family:Solemyidae","Solemyidae","family"
"family:Ellisellidae","Ellisellidae","family"
"order:Scleralcyonacea","Scleralcyonacea","order"
"family:Lithobiidae","Lithobiidae","family"
"family:Raphidiidae","Raphidiidae","family"
"order:Raphidioptera","Raphidioptera","order"
"family:Morlockiidae","Morlockiidae","family"
"order:Remipedia","Remipedia","order"
"family:Haplognathiidae","Haplognathiidae","family"
"order:Filospermoidea","Filospermoidea","order"
"family:Acanthocotylidae","Acanthocotylidae","family"
"family:Lasaeidae","Lasaeidae","family"
"family:Narkidae","Narkidae","family"
"family:Pseudocheiridae","Pseudocheiridae","family"
"family:Caligidae","Caligidae","family"
"family:Anhingidae","Anhingidae","family"
"family:Lepisosteidae","Lepisosteidae","family"
"family:Amiidae","Amiidae","family"
"family:Syngnathidae","Syngnathidae","family"
"family:Xyloplacidae","Xyloplacidae","family"
"order:Peripodida","Peripodida","order"
"family:Oxystominidae","Oxystominidae","family"
"family:Cuninidae","Cuninidae","family"
"family:Campodeidae","Campodeidae","family"
"order:Diplura","Diplura","order"
"family:Trichechidae","Trichechidae","family"
"family:Urnaloricidae","Urnaloricidae","family"
"order:Loricifera","Loricifera","order"
"family:Laridae","Laridae","family"
"family:Lepidoleuconidae","Lepidoleuconidae","family"
"order:Baerida","Baerida","order"
"family:Miraciidae","Miraciidae","family"
"family:Thyasiridae","Thyasiridae","family"
"order:Lucinida","Lucinida","order"
"family:Thompsoniidae","Thompsoniidae","family"
"order:Akentrogonida","Akentrogonida","order"
"family:Pselliodidae","Pselliodidae","family"
"family:Sinamiidae","Sinamiidae","family"
"family:Mytilidae","Mytilidae","family"
"order:Mytilida","Mytilida","order"
"family:Cyclopidae","Cyclopidae","family"
"family:Geodiidae","Geodiidae","family"
"family:Valenciniidae","Valenciniidae","family"
"family:Clathrinidae","Clathrinidae","family"
"order:Clathrinida","Clathrinida","order"
"family:Hypoptychidae","Hypoptychidae","family"
"family:Tenuisentidae","Tenuisentidae","family"
"family:Ricinoididae","Ricinoididae","family"
"order:Ricinulei","Ricinulei","order"
"family:Chiropsalmidae","Chiropsalmidae","family"
"family:Dracoderidae","Dracoderidae","family"
"family:Agalmatidae","Agalmatidae","family"
"family:Potamotrygonidae","Potamotrygonidae","family"
"family:Carcharhinidae","Carcharhinidae","family"
"family:Pliohyracidae","Pliohyracidae","family"
"family:Schizopathidae","Schizopathidae","family"
"family:Gomphotheriidae","Gomphotheriidae","family"
"family:Phytoseiidae","Phytoseiidae","family"
"family:Coenagrionidae","Coenagrionidae","family"
"family:Myxasteridae","Myxasteridae","family"
"family:Cryptolobatidae","Cryptolobatidae","family"
"order:Cryptolobiferida","Cryptolobiferida","order"
"family:Harpagophoridae","Harpagophoridae","family"
"family:Ostreidae","Ostreidae","family"
"family:Monstrillidae","Monstrillidae","family"
"order:Monstrilloida","Monstrilloida","order"
"family:Conidae","Conidae","family"
"family:Linyphiidae","Linyphiidae","family"
"family:Cacatuidae","Cacatuidae","family"
"family:Brissidae","Brissidae","family"
"family:Opisthodactylidae","Opisthodactylidae","family"
"family:Hyriidae","Hyriidae","family"
"family:Chimaeridae","Chimaeridae","family"
"family:Mormonillidae","Mormonillidae","family"
"order:Mormonilloida","Mormonilloida","order"
"family:Comesomatidae","Comesomatidae","family"
"family:Psolidae","Psolidae","family"
"family:Diclidophoridae","Diclidophoridae","family"
"family:Bothrioplanidae","Bothrioplanidae","family"
"order:Bothrioplanida","Bothrioplanida","order"
"family:Glomeridesmidae","Glomeridesmidae","family"
"order:Glomeridesmida","Glomeridesmida","order"
"family:Robertdollfusidae","Robertdollfusidae","family"
"family:Mactridae","Mactridae","family"
"family:Mesothuriidae","Mesothuriidae","family"
"order:Holothuriida","Holothuriida","order"
"family:Trilosporidae","Trilosporidae","family"
"family:Merycoidodontidae","Merycoidodontidae","family"
"family:Lecanidae","Lecanidae","family"
"family:Chondrillidae","Chondrillidae","family"
"family:Paguridae","Paguridae","family"
"family:Phormosomatidae","Phormosomatidae","family"
"family:Desmanthidae","Desmanthidae","family"
"family:Embiidae","Embiidae","family"
"family:Parabathynellidae","Parabathynellidae","family"
"family:Titanohyracidae","Titanohyracidae","family"
"family:Gadidae","Gadidae","family"
"family:Craspedosomatidae","Craspedosomatidae","family"
"family:Spiralizoridae","Spiralizoridae","family"
"family:Rhinobatidae","Rhinobatidae","family"
"order:Rhinobatiformes","Rhinobatiformes","order"
"family:Carapidae","Carapidae","family"
"family:Eukoeneniidae","Eukoeneniidae","family"
"family:Bothidae","Bothidae","family"
"order:Pleuronectiformes","Pleuronectiformes","order"
"family:Mysidae","Mysidae","family"
"family:Nannosquillidae","Nannosquillidae","family"
"order:Stomatopoda","Stomatopoda","order"
"family:Ogcocephalidae","Ogcocephalidae","family"
"family:Rhinocerotidae","Rhinocerotidae","family"
"family:Sepiolidae","Sepiolidae","family"
"family:Cidaridae","Cidaridae","family"
"family:Tettigoniidae","Tettigoniidae","family"
"order:Orthoptera","Orthoptera","order"
"family:Psocidae","Psocidae","family"
"family:Calliotropidae","Calliotropidae","family"
"family:Pteriidae","Pteriidae","family"
"order:Pteriida","Pteriida","order"
"family:Nautilidae","Nautilidae","family"
"family:Murchisoniidae","Murchisoniidae","family"
"family:Oreosomatidae","Oreosomatidae","family"
"family:Scissurellidae","Scissurellidae","family"
"family:Apororhynchidae","Apororhynchidae","family"
"order:Apororhynchida","Apororhynchida","order"
"family:Polyclinidae","Polyclinidae","family"
"family:Palaelodidae","Palaelodidae","family"
"family:Squalidae","Squalidae","family"
"family:Protostrigidae","Protostrigidae","family"
"order:Strigiformes (inferred)","Strigiformes (inferred)","order"
"family:Ctenophthalmidae","Ctenophthalmidae","family"
"family:Discodorididae","Discodorididae","family"
"family:Regalecidae","Regalecidae","family"
"family:Tyrannidae","Tyrannidae","family"
"family:Sacculinidae","Sacculinidae","family"
"family:Craterostigmidae","Craterostigmidae","family"
"order:Craterostigmomorpha","Craterostigmomorpha","order"
"family:Diadematidae","Diadematidae","family"
"family:Psittaculidae","Psittaculidae","family"
"family:Placospongiidae","Placospongiidae","family"
"family:Anatonchidae","Anatonchidae","family"
"family:Petrarcidae","Petrarcidae","family"
"family:Haliclystidae","Haliclystidae","family"
"family:Coelacanthidae","Coelacanthidae","family"
"family:Nassariidae","Nassariidae","family"
"order:Neogastropoda","Neogastropoda","order"
"family:Gorgoniidae","Gorgoniidae","family"
"order:Malacalcyonacea","Malacalcyonacea","order"
"family:Peradectidae","Peradectidae","family"
"family:Scolecitrichidae","Scolecitrichidae","family"
"family:Camaenidae","Camaenidae","family"
"family:Squillidae","Squillidae","family"
"family:Cyartonematidae","Cyartonematidae","family"
"family:Diplopeltidae","Diplopeltidae","family"
"family:Criconematidae","Criconematidae","family"
"order:Tylenchida","Tylenchida","order"
"family:Phyllobothriidae","Phyllobothriidae","family"
"order:Phyllobothriidea","Phyllobothriidea","order"
"family:Astartidae","Astartidae","family"
"family:Physeteridae","Physeteridae","family"
"family:Chydoridae","Chydoridae","family"
"family:Glomeridae","Glomeridae","family"
"family:Ototyphlonemertidae","Ototyphlonemertidae","family"
"family:Salmonidae","Salmonidae","family"
"family:Crassatellidae","Crassatellidae","family"
"family:Esocidae","Esocidae","family"
"family:Atherinidae","Atherinidae","family"
"order:Atheriniformes","Atheriniformes","order"
"family:Anhimidae","Anhimidae","family"
"family:Baeriidae","Baeriidae","family"
"family:Isselicrinidae","Isselicrinidae","family"
"order:Isocrinida","Isocrinida","order"
"family:Charadriidae","Charadriidae","family"
"family:Sepiidae","Sepiidae","family"
"order:Sepiida","Sepiida","order"
"family:Microlaimidae","Microlaimidae","family"
"family:Euretidae","Euretidae","family"
"family:Austrognathiidae","Austrognathiidae","family"
"family:Zeniontidae","Zeniontidae","family"
"family:Cottidae","Cottidae","family"
"family:Oscarellidae","Oscarellidae","family"
"order:Homosclerophorida","Homosclerophorida","order"
"family:Balistidae","Balistidae","family"
"family:Thripidae","Thripidae","family"
"order:Thysanoptera (inferred)","Thysanoptera (inferred)","order"
"family:Ceratophyllidae","Ceratophyllidae","family"
"family:Polyodontidae","Polyodontidae","family"
"family:Trogonidae","Trogonidae","family"
"order:Trogoniformes","Trogoniformes","order"
"family:Elpidiidae","Elpidiidae","family"
"order:OrderName","OrderName","order"
"family:Proteocephalidae","Proteocephalidae","family"
"family:Buthidae","Buthidae","family"
"family:Viviparidae","Viviparidae","family"
"family:Belosaepiidae","Belosaepiidae","family"
"family:Miridae","Miridae","family"
"order:Heteroptera","Heteroptera","order"
"family:Canthocamptidae","Canthocamptidae","family"
"family:Schizopetalidae","Schizopetalidae","family"
"family:Ganeshidae","Ganeshidae","family"
"order:Ganeshida","Ganeshida","order"
"family:Onychoteuthidae","Onychoteuthidae","family"
"family:Phrynichidae","Phrynichidae","family"
"family:Serpulidae","Serpulidae","family"
"family:Epsilonematidae","Epsilonematidae","family"
"family:Thermozodiidae","Thermozodiidae","family"
"order:Mesotardigrada","Mesotardigrada","order"
"family:Spirobolidae","Spirobolidae","family"
"family:Chimaerocestidae","Chimaerocestidae","family"
"family:Cecidomyiidae","Cecidomyiidae","family"
"family:Pterognathiidae","Pterognathiidae","family"
"family:Lonchodidae","Lonchodidae","family"
"family:Mesitornithidae","Mesitornithidae","family"
"family:Polystomatidae","Polystomatidae","family"
"family:Halictophagidae","Halictophagidae","family"
"family:Batrachoididae","Batrachoididae","family"
"order:Batrachoidiformes","Batrachoidiformes","order"
"family:Dendronucleatidae","Dendronucleatidae","family"
"order:Archiacanthocephala","Archiacanthocephala","order"
"family:Selachinematidae","Selachinematidae","family"
"family:Alatinidae","Alatinidae","family"
"family:Salticidae","Salticidae","family"
"family:Calcitronidae","Calcitronidae","family"
"order:Unknown (Possibly Schizomida)","Unknown (Possibly Schizomida)","order"
"family:Nemertodermatidae","Nemertodermatidae","family"
"order:Acoelomorpha","Acoelomorpha","order"
"family:Gonorynchidae","Gonorynchidae","family"
"order:Gonorynchiformes","Gonorynchiformes","order"
"family:Triakidae","Triakidae","family"
"order:Ground Sharks","Ground Sharks","order"
"family:Acerentomidae","Acerentomidae","family"
"family:Phrynidae","Phrynidae","family"
"order:Amblypygi","Amblypygi","order"
"family:Orectolobidae","Orectolobidae","family"
"family:Chrysochloridae","Chrysochloridae","family"
"family:Genostomatidae","Genostomatidae","family"
"family:Scopalinidae","Scopalinidae","family"
"order:Scopalinida","Scopalinida","order"
"family:Histiostomatidae","Histiostomatidae","family"
"order:Astigmata","Astigmata","order"
"family:Hydractiniidae","Hydractiniidae","family"
"family:Eukrohniidae","Eukrohniidae","family"
"family:Phaethontidae","Phaethontidae","family"
"order:Phaethontiformes","Phaethontiformes","order"
"family:Ophiohelidae","Ophiohelidae","family"
"order:Ophioscolecida","Ophioscolecida","order"
"family:Hydrocenidae","Hydrocenidae","family"
"order:Cycloneritimorpha","Cycloneritimorpha","order"
"family:Gryllidae","Gryllidae","family"
